Gene Name	Reference	Strand	Start	End	Y-HSC_1	Y-HSC_2	A-HSC_1	A-HSC_2	Y-MPP1_1	Y-MPP1_2	A-MPP1_1	A-MPP1_2	Y-MPP2_1	Y-MPP2_2	A-MPP2_1	A-MPP2_2	Y-MPP3_1	Y-MPP3_2	A-MPP3_1	A-MPP3_2	Y-MPP4_1	Y-MPP4_2	A-MPP4_1	A-MPP4_2	
Nudt17	chr3	-	96705892	96708560	0.851069	1.132293	0.563168	0.34015	0.178481	0.552937	0	0.326186	0	0.269545	0.209144	0.186278	0	0	0	0	0.198303	0.142638	0	0	
Nudt16l1	chr16	+	4939111	4941020	125.419189	128.159775	108.769348	127.680679	94.175133	101.897774	87.932167	93.11731	78.460701	86.990883	80.186523	79.865089	82.812653	86.152359	84.1063	81.086288	78.888733	92.160881	84.283516	87.187714	
Nudt16	chr9	-	105129338	105131805	34.230125	38.069302	35.485203	39.080845	23.271534	27.439791	23.586712	23.303717	19.035669	19.238876	17.020123	16.945755	21.411013	20.578608	17.737867	19.236559	19.017492	21.65629	16.270735	16.26601	
Nudt15	chr14	-	73519864	73548242	3.995485	3.728021	3.798032	1.951689	3.624385	3.974707	3.037588	3.591261	4.281144	3.770311	3.299371	3.758727	4.344094	4.424824	4.169572	3.64987	4.379622	3.460048	3.598593	3.820968	
Nudt14	chr12	-	112934733	112942118	35.621098	46.382866	50.449078	55.160267	39.294415	44.025738	47.31781	43.712463	36.907925	36.028893	43.118584	44.33728	37.897934	36.313244	48.113445	48.093121	44.305569	48.056137	48.500927	44.052097	
Nudt13	chr14	+	20294690	20317575	3.552115	4.703439	3.513671	3.699469	4.040326	4.479856	3.291707	3.929493	4.474683	3.843054	4.121651	3.802448	3.630056	1.965848	3.661455	3.296632	3.306775	3.121932	3.144024	3.49267	
Nudt12	chr17	-	59001401	59013322	7.298757	6.519647	7.836716	4.304162	5.789128	5.329866	5.446997	5.37582	4.643865	4.513971	4.551944	4.089128	4.371598	5.453091	4.063984	4.279973	4.729634	5.4137	2.873784	3.439104	
Nudt11	chrX	+	6047507	6054751	1.90917	1.064187	1.446956	1.386225	1.238614	1.075841	1.396858	1.069526	0.70519	0.538102	0.436754	0.573777	0.436782	0.44826	0.500147	0.317133	0.209651	0.217953	0.403221	0.152705	
Nudt10	chrX	-	6168696	6172991	1.39203	0.541831	1.515904	0.280828	0.272359	0.67088	0.244125	0.699969	0	0.10283	0	0.357974	0.16777	0.186354	0.24974	0.271466	0	0.217663	0.067114	0.065358	
Nudt1	chr5	+	140331922	140338135	29.601151	30.668007	30.829348	33.574276	34.790913	32.458641	42.53159	41.825588	35.721558	37.68055	42.077019	40.95266	33.71962	34.402748	41.431034	44.432514	32.931019	39.710361	42.73156	44.399448	
Nudcd3	chr11	-	6105692	6200451	37.106113	32.908363	32.969913	32.047653	32.087757	33.169331	30.177479	32.848637	29.546551	32.460152	30.071402	29.513227	30.493551	32.537971	29.991348	27.490278	28.671991	29.472233	30.967499	31.078131	
Nudcd2	chr11	+	40733661	40740046	24.15864	26.664837	32.722935	25.274826	33.925575	35.506035	43.772076	46.442169	48.345718	46.098232	61.121876	61.782555	42.936375	46.050438	63.285851	65.431328	38.262608	43.273735	61.214363	61.767853	
Nudcd1	chr15	-	44375227	44428307	10.894881	9.509994	12.468945	6.814293	11.420399	13.956179	15.19257	16.100296	16.080122	14.858063	19.469477	20.439003	14.103224	13.899326	20.103458	21.178349	15.230426	17.763584	20.656857	21.007683	
Nudc	chr4	-	133532542	133546027	135.867004	134.783905	144.055939	151.322906	189.225937	191.646332	222.433014	225.181915	211.001465	216.995651	254.363831	267.314514	203.859726	219.018295	248.315659	295.948059	214.788269	207.132553	270.680084	307.393036	
Nucks1	chr1	+	131910458	131936321	25.092363	20.684816	30.922523	21.798203	41.849567	40.195507	51.123661	50.527496	60.494099	60.824406	69.845688	68.871796	42.092838	40.186436	58.735718	48.088646	41.389439	42.390907	62.072403	59.549786	
Nucb2	chr7	+	116504369	116540588	0.626539	0.13217	0.676221	0.517577	1.23531	1.147586	0.867723	0.677286	1.623847	2.238117	1.555067	1.305557	2.923148	2.820635	0.873812	1.231259	6.481746	6.355885	3.513671	3.662267	
Nucb1	chr7	-	45492674	45510408	256.733856	256.872223	164.21373	283.812225	165.511993	264.42395	159.129257	154.82962	159.458618	160.607544	154.580475	155.654129	150.838013	156.089722	132.496292	140.366089	127.679718	203.84729	179.01857	116.223717	
Nubpl	chr12	+	52097746	52310959	10.900587	11.702819	14.096596	12.13715	9.929593	11.943222	14.010715	15.613654	11.601805	12.119456	16.166147	14.588469	12.052625	12.30823	15.702866	16.286158	11.231846	15.228949	15.919249	15.732125	
Nubp2	chr17	-	24882611	24886350	64.247459	72.129738	64.195641	70.358986	56.58189	64.241493	66.0196	70.85508	62.89484	64.106552	81.534225	72.891075	61.266628	63.383015	80.124191	79.801704	54.894428	56.535397	77.306465	75.31472	
Nubp1	chr16	+	10411938	10424425	19.560461	23.09144	23.07625	29.61624	25.001673	26.811897	37.438316	34.690361	31.602858	31.043987	41.403339	41.625053	27.202183	32.150539	40.619202	44.905773	33.513615	36.978695	47.855717	43.981773	
Nub1	chr5	+	24685815	24710378	30.990259	34.768661	33.202633	36.757923	31.765169	33.468689	26.76248	27.22217	28.763985	27.825216	24.254879	27.19544	31.902288	34.987354	24.738447	27.781208	36.181412	34.299213	28.702742	30.583517	
Nuak2	chr1	+	132316125	132333488	9.466336	7.380101	7.987597	9.158844	7.575921	6.614275	9.431225	8.737401	7.685588	7.596964	8.900309	8.40751	10.341611	10.352585	12.701312	12.516338	10.059538	10.729601	12.625861	13.453568	
Nuak1	chr10	-	84371319	84440471	0.056236	0.144582	0.040166	0.225697	0.095038	0	0.048678	0.021711	0	0.071616	0	0.021389	0	0.065027	0.051624	0	0	0	0	0	
Ntsr2	chr12	+	16653470	16660236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ntsr1	chr2	+	180499976	180544979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nts	chr10	-	102481756	102490418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ntrk3	chr7	-	78192114	78577838	0.073641	0	0	0	0	0	0	0	0	0	0	0	0	0.050808	0	0	0	0	0	0	
Ntrk2	chr13	+	58806569	59133970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ntrk1	chr3	-	87778244	87795162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ntpcr	chr8	+	125734203	125748235	27.640064	25.442459	22.422943	31.906847	20.3302	21.762665	25.214178	24.145826	19.192944	20.163864	22.714527	25.14588	24.816933	26.38596	30.756556	33.362736	30.4692	35.687386	39.36298	38.892815	
Ntng2	chr2	-	29194726	29248099	0.110002	0.319072	0.35132	0.895783	0.467136	0.244222	0.222173	0.396569	0.364664	0.37289	0.406634	0.363395	0.499175	0.583657	0.493224	0.36392	0.841086	0.264121	0.375806	0.327146	
Ntng1	chr3	-	109780050	110143472	0	0	0.025129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021978	0	
Ntn5	chr7	+	45684022	45694556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ntn4	chr10	+	93641049	93745972	1.847833	1.167906	6.580512	5.660441	0	0.244021	0.292018	0.338904	0	0.19915	0.069535	0	0.146212	0.151874	0	0	0	0	0	0	
Ntn3	chr17	-	24203843	24209387	1.958954	1.395058	0.565471	0.594434	0.511069	0.91838	0.236835	0.644916	0.278837	0.532807	0.114071	0.169981	0.282031	0.174065	0.192099	0.212014	0.132563	0.116696	0.149924	0.167901	
Ntn1	chr11	-	68209364	68386826	0	0.048631	0	0	0.031167	0	0	0.02848	0	0.041839	0	0	0.040957	0	0.019052	0	0.027382	0.044281	0	0	
Ntmt1	chr2	+	30807977	30823014	45.12598	48.855873	37.572525	46.915527	35.034409	35.331421	40.81855	40.341606	29.710464	32.853302	38.703407	36.15041	33.722137	32.652828	41.42831	43.112778	30.641914	29.39706	37.460636	39.404934	
Ntm	chr9	-	28995964	29963129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nthl1	chr17	+	24632682	24638838	12.262121	14.728142	14.992093	14.24431	10.433115	13.052343	13.061338	10.389405	9.271203	9.726182	10.038271	9.721537	9.302535	8.33991	9.059693	10.12291	9.021382	7.998971	9.19368	9.861759	
Ntf5	chr7	+	45413695	45417179	3.416467	3.243422	1.38784	1.6802	0.290015	0.423886	0.070771	0.115163	0.06661	0.125357	0	0	0.186065	0.10971	0	0	0	0.269122	0	0	
Ntf3	chr6	-	126101412	126166744	0	0.078164	2.451259	2.03349	0	0	0.085527	0	0	0	0.124832	0	0	0	0	0	0	0	0	0	
Ntan1	chr16	+	13819277	13835451	64.059364	73.799522	63.237614	72.222755	52.747673	62.071911	56.666309	59.112923	53.224827	53.636395	58.439808	56.434261	58.146908	58.331612	62.390137	60.554741	51.623024	58.431446	52.787025	53.544701	
Nt5m	chr11	+	59848073	59876533	28.368767	28.851557	21.966995	27.639051	22.821045	23.34206	22.328522	22.674896	22.298069	19.784117	21.87188	22.68944	20.08289	22.341637	22.064938	24.537226	24.742088	27.413198	24.838808	25.1535	
Nt5e	chr9	+	88327609	88372089	0	0	0.206433	0.061046	0.09991	0	0.051172	0.243455	0.195982	0.217945	0.187318	0.120184	0.082057	0.200523	0.122149	0.149373	0	0	0.049238	0.063934	
Nt5dc3	chr10	+	86779005	86838389	1.727445	1.077751	1.624956	1.840242	1.444831	1.562264	1.495606	1.291239	1.32746	1.201256	1.094082	0.98716	1.246265	0.840051	1.028264	0.934488	1.16202	0.734475	0.838422	0.557237	
Nt5dc2	chr14	+	31134853	31139124	31.713369	33.413277	33.270615	41.561302	69.772049	63.916912	99.38166	96.805077	96.593857	102.108452	133.950485	135.007584	75.68631	75.511406	115.146492	114.159462	68.378128	76.044556	125.528877	123.206017	
Nt5dc1	chr10	-	34303612	34418528	22.839439	23.598467	27.104259	22.287161	26.96026	27.828733	28.623749	29.764341	26.605295	25.809591	29.314308	30.732903	25.230988	26.203705	31.74486	29.271006	26.522266	28.8964	27.411171	27.389866	
Nt5c3b	chr11	-	100422321	100441089	64.253296	69.654793	64.36216	67.794258	68.905251	69.961914	86.249184	84.760834	71.918724	66.630653	79.529045	78.601097	62.885555	64.513573	76.46151	85.138504	70.614349	80.894653	73.017067	71.867767	
Nt5c3	chr6	-	56882402	56923932	153.681976	158.532623	222.866425	185.439041	126.21669	132.69722	135.373093	134.573105	106.537689	112.817505	123.416473	116.370033	79.759995	79.085701	92.961067	87.190002	51.924522	55.156849	56.300842	57.275917	
Nt5c2	chr19	-	46886831	47015189	37.704205	34.354446	36.130806	29.51675	43.058334	42.153282	40.2356	42.252895	39.045513	40.433029	36.971119	34.034996	41.156181	41.827026	37.643555	36.293884	37.304634	38.44128	37.712227	38.113548	
Nt5c1b	chr12	+	10369971	10390174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nt5c1a	chr4	+	123201553	123216207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nt5c	chr11	-	115490426	115491814	41.271629	48.159245	53.109726	62.093678	43.934593	49.233639	59.205612	58.857861	46.351238	49.977032	61.637028	59.976948	54.09306	54.923927	64.415756	68.317581	53.189255	57.055882	66.201775	65.988968	
Nsun7	chr5	+	66259898	66298028	0.602313	1.03257	0.767567	0.614064	0.328627	0.574766	0.269087	0.375056	0.263495	0.231413	0	0.103685	0.446862	0.323519	0	0.130911	0.802563	0.710922	0.129459	0.252144	
Nsun6	chr2	-	14995131	15054872	3.757311	2.69675	5.534467	2.964077	3.791879	4.656509	3.587827	4.444819	4.040844	3.498827	3.695416	3.604773	3.716003	4.177601	3.719536	4.02298	4.927816	4.52001	3.333236	3.746251	
Nsun5	chr5	+	135369953	135376797	15.765329	17.052919	15.132991	18.131794	16.325203	16.775784	18.310722	18.454538	15.783165	16.991474	21.595943	18.303747	15.305353	16.013973	21.190199	22.025661	14.693752	15.788704	20.797783	23.965363	
Nsun4	chr4	-	116031770	116053876	12.147194	11.481755	10.057261	10.099711	10.527699	10.760098	10.147811	9.139882	8.406326	8.719326	9.002159	8.51749	9.182469	8.888577	9.249647	9.185307	7.929764	8.251491	7.626922	8.002113	
Nsun3	chr16	-	62734852	62786716	9.888327	7.019473	8.519228	7.364835	9.073468	8.983685	6.948682	7.819029	9.106347	8.098888	6.835707	7.705235	8.003471	9.904874	7.463809	7.276825	8.420501	8.806641	7.634808	8.736392	
Nsun2	chr13	+	69612016	69635779	65.537041	57.819565	73.375641	63.623993	74.270264	75.125641	84.778366	84.21907	78.641106	81.495621	96.396378	98.163582	76.464073	87.394661	98.133263	103.473289	78.07885	79.308044	101.839714	107.741791	
Nsmf	chr2	+	25054379	25062881	19.667437	20.06575	15.247957	17.453957	16.613014	16.050209	12.300275	12.653749	13.015691	13.528335	10.890619	9.315031	11.090819	11.163429	8.232432	10.248386	10.898756	11.03032	6.897668	7.572155	
Nsmce4a	chr7	-	130532526	130547381	83.173248	93.918625	87.749489	89.147827	99.855499	100.404373	118.131149	116.402313	123.719391	117.976173	133.077225	136.540298	114.164093	109.812767	127.414124	138.826859	108.73233	115.934776	120.52005	120.572426	
Nsmce2	chr15	+	59374198	59601684	26.439472	25.502213	28.444077	26.842134	26.210072	29.07991	32.407471	32.263378	33.338474	30.967358	37.781784	34.91835	28.138975	32.394688	32.452595	38.249218	28.313572	33.892536	33.577244	38.524487	
Nsmce1	chr7	-	125467640	125491542	69.809288	75.251793	74.93969	85.634117	78.812325	83.497971	96.325027	92.256859	87.299004	82.517296	106.825432	98.207031	79.075684	78.474274	102.901161	100.120956	95.133347	101.356888	110.276566	100.435226	
Nsmaf	chr4	-	6396208	6454271	44.226837	37.28722	34.41592	33.783501	43.819309	41.526443	37.960426	36.417194	41.102806	38.297749	37.988922	37.635521	40.622028	42.092953	40.423668	40.142681	43.752827	40.768528	37.780621	38.659691	
Nsl1	chr1	+	191063021	191084558	4.313001	5.574533	5.978014	6.366956	14.591061	13.638516	20.034519	19.847462	22.880135	20.523676	24.879982	24.860277	14.267261	13.889785	20.849915	24.455902	19.262707	18.419065	20.575537	22.455988	
Nsg2	chr11	+	32000419	32059211	0	0	0.234501	0	0.234081	0.153758	0.079929	0.0713	0.139143	0.104745	0.073145	0.140792	0.256339	0.25626	0.143094	0.233313	1.347785	1.247144	0.692179	0.599171	
Nsg1	chr5	-	38137193	38159467	10.219611	12.362657	8.413235	7.15808	13.37011	15.50042	12.931816	14.227078	11.237069	10.264417	9.691636	8.368553	6.981706	7.684428	5.772273	6.747355	6.363871	6.648459	4.860374	4.733195	
Nsfl1c	chr2	+	151494182	151511310	88.409912	90.828415	83.34024	83.661125	78.9674	84.164131	79.09903	80.934303	74.933044	79.376122	75.080399	76.716492	75.992966	80.458824	74.751907	82.587616	75.352776	81.880661	77.20034	77.721046	
Nsf	chr11	-	103821783	103954056	17.315092	16.608198	23.091064	23.579132	19.030573	19.316168	26.120783	27.49025	21.783136	22.349337	28.739628	28.783566	18.802471	18.935503	25.711628	24.621658	15.372436	13.190149	20.739946	21.719086	
Nsdhl	chrX	+	72918521	72958528	13.868983	14.821497	11.843108	12.415588	15.077833	16.205236	11.784619	12.157808	14.167652	14.370127	12.053848	11.033351	14.039229	12.508354	11.928423	11.760189	11.339577	14.29085	11.154277	11.454482	
Nsd1	chr13	+	55209782	55318325	6.912084	5.3249	6.763812	4.945345	8.711602	7.025385	6.471702	6.483354	8.719547	8.033325	6.62361	6.727226	8.027577	7.733916	6.114823	5.572055	9.35752	5.862863	7.266961	6.868303	
Nsa2	chr13	-	97129427	97137926	19.500153	20.856558	19.482084	20.104626	19.075569	20.317997	18.492208	17.513474	16.051867	17.416822	17.203594	18.898657	17.740328	22.1339	18.438702	19.937315	19.476677	25.896851	18.922173	22.260941	
Nrxn3	chr12	+	88794504	90334933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrxn2	chr19	+	6418738	6533217	0.409237	0.405083	0.392309	0.5249	0.10741	0.132287	0.165043	0.171626	0	0.018024	0.025173	0.056528	0.086894	0	0	0.026764	0.092971	0.232506	0.052935	0.05155	
Nrxn1	chr17	-	90033644	91092802	6.088664	4.928608	5.681194	3.643349	9.576787	8.871873	5.336763	5.324076	7.371067	7.268152	3.432177	3.724127	7.975505	7.731958	3.131366	3.456027	6.804811	6.06642	2.394605	3.155024	
Nrtn	chr17	-	56751325	56757530	4.068768	2.618587	2.955329	4.966967	2.03953	1.1483	2.387722	2.555924	1.059935	1.114718	2.84059	2.522647	1.033774	1.021763	2.575465	3.426792	0.665539	0.993489	3.159049	2.684847	
Nrsn2	chr2	-	152368758	152376566	0.664585	0.283087	0.292107	0.237551	0	0.21281	0.088502	0.11842	0.09244	0.086984	0	0	0	0	0	0.086112	0	0	0	0	
Nrsn1	chr13	-	25252039	25269996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrros	chr16	-	32142825	32165476	119.008377	123.404411	90.097061	95.039719	103.875	109.115974	86.114235	85.005554	94.47715	98.446762	79.42662	79.422363	112.768936	116.662926	97.151344	95.454475	119.087357	126.900604	107.831718	103.652092	
Nrp2	chr1	+	62703317	62818692	0.065863	0.130564	0.508844	0.383434	0.117575	0.089092	0.087426	0.19406	0.165777	0.138784	0.05415	0.078698	0.451956	0.539072	0.189779	0.145536	0.129201	0.22098	0.131269	0.136433	
Nrp1	chr8	+	128359073	128505475	0.047668	0.06599	0.056933	0.083062	0.060418	0.099215	0.098677	0.092015	0.603355	0.425809	0.291321	0.309037	0.834979	0.992143	0.40627	0.401466	0.221316	0.407738	0.49627	0.721141	
Nrp	chr12	-	87442848	87444017	3.563712	3.996969	5.7459	4.404822	2.280459	1.722661	2.583054	2.437841	3.180377	3.16965	2.280065	2.099831	3.844043	3.288893	3.061018	3.552636	3.278897	3.35284	1.7171	1.783626	
Nron	chr2	+	33805816	33813591	0.115874	0.229162	0.294266	0.119139	0.065275	0.112551	0.033434	0.073594	0.034921	0.09858	0.045894	0.132506	0.222992	0.106529	0.103966	0	0.129033	0.086944	0.064339	0.046993	
Nrn1l	chr8	+	105893567	105895023	0.343022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrn1	chr13	-	36725622	36734477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrm	chr17	+	35861318	35865400	35.278156	42.533127	43.283669	53.344116	76.120682	78.366882	109.009476	110.019104	104.377457	109.823189	125.453987	129.342697	89.536575	93.850548	122.172661	121.401863	95.158295	107.75544	129.477646	137.163834	
Nrl	chr14	-	55518978	55524981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrk	chrX	+	138914430	139009090	2.888397	3.654358	0.600067	0.554476	2.945864	2.814949	0.749065	0.988239	0.797472	1.117435	0.067858	0.122196	0.956745	0.959012	0.057957	0.062999	0.420442	0.461672	0.0623	0.052003	
Nrip3	chr7	-	109758056	109781545	0.144234	0	0	0.041889	0	0.075052	0.046818	0.055684	0.065201	0.09203	0.042845	0	0.060059	0	0.055877	0	0	0	0	0	
Nrip2	chr6	+	128399766	128408935	0.223254	0.475889	0.640455	0.323946	0.496096	0.557616	0.356533	0.267105	0.37005	0.42503	0.226764	0.283664	0.27889	0.50791	0.308752	0.250705	0.367094	0.201016	0.092972	0.178379	
Nrip1	chr16	-	76290862	76373049	53.563118	44.828465	48.310081	37.969784	66.114769	59.312447	44.504875	45.926712	63.611149	60.673367	40.221519	41.822327	55.056522	52.679974	33.19759	34.044018	40.725307	33.331242	27.216423	26.1185	
Nrgn	chr9	-	37544493	37552745	120.89328	126.358582	167.828705	193.782593	100.675888	98.8965	115.564133	112.829185	95.461853	102.63681	89.895676	102.77478	76.920197	71.088867	70.630577	67.75676	70.657425	67.646278	53.34676	54.719704	
Nrg4	chr9	-	55220222	55283625	7.786524	6.596808	18.31098	17.580263	4.651095	5.118036	5.481112	6.537073	4.433065	4.92166	4.683802	5.161621	5.028122	5.014779	5.142442	4.646414	4.678639	6.315939	5.242334	4.980097	
Nrg3os	chr14	+	38898302	38958794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrg3	chr14	-	38368951	39473088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nrg2	chr18	-	36017658	36197160	0.349002	0.433848	0.427321	0.598493	0.189581	0.182987	0.302094	0.11549	0.946605	0.466576	0.77867	0.722486	1.107931	0.691812	0.676029	0.440904	1.05486	0.336311	2.260361	1.395137	
Nrg1	chr8	-	31818028	31918203	0	0	0.095841	0	0.056693	0.055506	0	0	0.121319	0.114159	0.106293	0.153445	0.419064	0.186194	0	0	0	0	0	0	
Nrf1	chr6	+	30047988	30153458	26.807304	22.616055	19.263294	17.013927	25.21698	25.699535	21.783186	24.501419	27.680782	30.172565	28.825657	28.125214	24.180845	26.315779	25.242245	28.065107	28.206913	26.759409	26.497627	26.46628	
Nrep	chr18	-	33437019	33464029	1.680931	1.633885	1.752901	1.74462	1.019465	1.030449	0.878127	1.347739	0.659447	0.620977	0.779297	1.016135	0.898604	0.763286	0.737677	0.828578	0.164917	0.485292	0.501768	0.257404	
Nrde2	chr12	-	100125450	100159653	11.107655	9.77152	10.631934	9.1968	12.243645	12.237169	11.422808	12.187095	11.313676	12.229299	12.590927	11.238401	11.042809	13.402001	12.052192	12.138564	11.69662	12.489655	13.376829	13.502323	
Nrd1	chr4	+	109000805	109061771	19.922186	18.397823	26.572227	18.745871	29.504978	30.85183	30.651804	31.738201	33.310791	33.349037	33.328152	35.718933	31.506416	35.792759	32.200928	36.199135	30.940306	30.376562	33.886555	36.173527	
Nrcam	chr12	+	44328885	44601846	0	0	0	0	0	0	0	0	0	0	0	0.014087	0.046556	0	0	0	0	0	0	0	
Nrbp2	chr15	-	76085594	76090013	1.130581	1.08405	2.153349	1.203932	0.525431	0.964807	1.492398	1.701922	0.485529	0.336643	0.963104	0.926543	0.37662	0.392193	0.591293	0.499904	0.125896	0.127246	0.188328	0.206325	
Nrbp1	chr5	+	31240918	31251562	70.006165	71.521347	60.631531	60.816898	62.07579	60.684269	54.356796	54.845612	56.20554	52.074059	48.821133	51.559418	56.028862	62.096802	50.67667	58.10825	56.785248	58.792953	46.406734	49.293041	
Nrbf2	chr10	-	67266689	67285281	18.592043	15.718861	15.665114	16.03367	19.443773	19.652935	17.820873	17.386848	19.569927	18.586567	18.961958	18.969707	20.485773	21.995636	18.869892	21.677212	17.916252	18.764038	19.016804	18.904083	
Nras	chr3	+	103058285	103067914	19.485989	20.441504	24.05876	17.512897	21.759357	23.175377	24.618502	24.067211	23.704912	22.591429	24.279552	26.272377	24.06517	23.157312	24.844921	24.152964	21.903509	23.093426	23.811378	24.107681	
Nrarp	chr2	+	25180758	25183332	16.411951	16.818808	9.153615	10.651138	15.964586	14.73749	7.18563	6.875603	9.883299	9.744786	4.752058	5.452058	8.101048	7.72994	4.054882	3.853841	7.141011	6.241116	2.122145	2.512531	
Nrap	chr19	-	56320041	56390038	0.709127	0.649174	0.245258	0.194469	0.952433	0.582408	0.490011	0.475229	0.684842	0.393286	0.275082	0.215052	0.427138	0.118613	0.139089	0.053996	0	0.162493	0.064077	0	
Nradd	chr9	-	110621135	110624393	6.839669	7.366037	3.809429	5.620127	4.656338	5.345931	3.944284	4.025427	3.397386	4.538356	3.360671	3.602447	3.179923	2.355711	3.615946	3.522146	2.475412	2.238342	1.968706	2.40878	
Nr6a1	chr2	-	38723374	38926461	0.148283	0.108128	0.195525	0.216427	0.124976	0.13295	0.078986	0.132109	0.113438	0.155262	0.072282	0.130434	0.199485	0.222163	0.061864	0.05764	0.050806	0.174593	0.076001	0.055509	
Nr5a2	chr1	-	136843584	136960448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr5a1	chr2	-	38692660	38714542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr4a3	chr4	+	48045305	48086446	0.943432	0.724708	1.016311	1.474636	1.723151	0.345979	0.258599	0.324488	0.44271	0.386215	0.197135	0.244264	0.460203	0.292965	0.246017	0.849331	1.735011	0.578452	0.571066	0.267318	
Nr4a2	chr2	-	57107226	57124003	5.825914	6.573726	10.173267	10.867161	8.122884	6.396912	3.849032	3.840761	5.090272	4.797969	2.164469	2.793119	4.409818	4.234153	2.714409	3.8347	7.421561	5.784071	3.607683	3.961741	
Nr4a1	chr15	+	101266846	101274794	682.612732	623.401672	467.066925	479.443542	624.816956	561.772522	250.837143	228.064087	393.232208	357.109375	104.058319	127.409615	361.331665	390.956085	112.497917	156.876511	993.224304	753.803467	263.210052	296.77713	
Nr3c2	chr8	+	76902508	77243639	1.17149	0.941315	1.945086	1.250613	0.885099	0.517367	0.38848	0.533136	0.265308	0.234964	0.068367	0.092116	0.330638	0.223551	0.093622	0.174699	0.192217	0.355954	0.143769	0.084238	
Nr3c1	chr18	-	39410545	39487245	16.68532	14.107505	15.795626	12.023685	15.188529	15.025714	11.840282	13.33526	15.415448	16.030754	10.684376	11.659834	16.515285	17.252378	11.395656	11.065718	18.107204	17.557001	14.116293	14.755296	
Nr2f6	chr8	-	71374119	71381952	17.389507	15.708865	16.256445	17.147234	15.312558	14.214725	13.966531	13.837274	14.603323	14.667334	12.035371	11.850516	14.28337	15.866047	13.823185	12.87013	17.762215	16.894133	14.848969	14.773443	
Nr2f2	chr7	-	70351950	70366746	0	0	0	0	0	0	0	0	0.028534	0	0	0	0.168784	0.086229	0	0	0	0.036913	0	0	
Nr2f1	chr13	-	78188973	78198982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr2e3	chr9	-	59942771	59950079	0	0	0.067218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr2e1	chr10	-	42561971	42583588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr2c2ap	chr8	+	70131327	70133751	50.304371	48.917015	46.858749	51.064522	41.64185	42.110107	42.145741	41.122997	38.572353	38.396076	41.223064	38.889137	41.968735	40.974552	50.45229	48.053356	40.542259	42.508564	48.491077	48.779762	
Nr2c2	chr6	+	92091418	92173058	11.869917	10.053489	9.694874	7.613278	11.983006	11.420672	10.337812	11.356437	12.69958	12.270228	10.426999	9.97648	11.710476	10.262044	10.402487	7.315111	11.338745	8.495758	9.146479	8.343952	
Nr2c1	chr10	+	94147931	94197214	7.673301	8.572783	8.320963	7.544955	11.206234	8.062389	7.616628	7.685593	7.596651	7.835995	7.389515	8.123132	7.476519	7.878667	7.975744	6.831593	8.463316	9.244635	7.031959	7.92499	
Nr1i3	chr1	+	171213970	171218845	0	0	0	0	0.158533	0	0	0	0.113896	0	0	0.074282	0	0	0	0	0.049967	0	0	0	
Nr1i2	chr16	-	38248349	38294824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr1h5	chr3	-	102939658	102964133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr1h4	chr10	-	89454234	89533622	0	0.280446	1.069197	0.553191	0	0	0.115508	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nr1h3	chr2	-	91184061	91195116	3.031833	1.623827	2.617572	3.745847	1.524618	1.485664	1.170301	1.281721	1.949385	1.189629	1.257729	0.892249	1.208965	1.684875	1.146361	1.267868	0.56793	0.542069	0.180332	0.204883	
